,bookid
17226,1861769
17227,1075335
17228,1599626
17229,1861772
17230,1075341
17231,1861774
17232,1468560
17233,1468566
17234,3041432
17235,1075353
17236,3172507
17237,1468574
17238,2386085
17239,2255017
17240,1075371
17241,1468588
17242,1861805
17243,2255019
17244,2255020
17245,1075376
17246,1861809
17247,2123957
17248,1730742
17249,3041463
17250,1599672
17251,4745398
17252,1468602
17253,3172538
17254,1075392
17255,2123969
17256,3041474
17257,3172547
17258,1075398
17259,1861834
17260,4745419
17261,1468622
17262,3172562
17263,2255061
17264,2255063
17265,2255064
17266,2255065
17267,2255066
17268,3172571
17269,2255068
17270,2255067
17271,3172575
17272,1075430
17273,3041512
17274,1468649
17275,1075432
17276,2124011
17277,1075433
17278,3041515
17279,3041520
17280,1075440
17281,1162923
17282,1464228
17283,1075446
17284,3434743
17285,1075447
17286,3041529
17287,1075450
17288,1337594
17289,2124031
17290,1075456
17291,2124033
17292,3696899
17293,3041540
17294,1075461
17295,1464232
17296,4745479
17297,3303688
17298,2255111
17299,1464233
17300,3565840
17301,1861906
17302,1861909
17303,3303702
17304,1468694
17305,1861912
17306,3041561
17307,1075482
17308,3041563
17309,2124055
17310,3303709
17311,3303710
17312,3041567
17313,3303713
17314,3303718
17315,1075495
17316,1337641
17317,2124074
17318,3303724
17319,1861934
17320,1337648
17321,1075506
17322,3172664
17323,3696953
17324,2255163
17325,3172670
17326,2124096
17327,2255173
17328,3696966
17329,3565900
17330,1075533
17331,2255180
17332,2124111
17333,2255184
17334,3041616
17335,1075538
17336,2124114
17337,2124112
17338,1075540
17339,3172693
17340,2255186
17341,4221270
17342,3696989
17343,2255202
17344,1337698
17345,3172710
17346,3041639
17347,1075564
17348,3434862
17349,1075575
17350,1862008
17351,1599863
17352,2124151
17353,4745595
17354,1862012
17355,3434878
17356,1075584
17357,1468804
17358,1468806
17359,2124167
17360,1075590
17361,1337740
17362,1075597
17363,1337742
17364,1337741
17365,3434893
17366,4090260
17367,2255257
17368,3565979
17369,2255261
17370,3565984
17371,5269920
17372,1993122
17373,3434912
17374,2255266
17375,3434919
17376,4221355
17377,4221356
17378,2255277
17379,3434926
17380,1337775
17381,2124204
17382,2124207
17383,1337781
17384,1468853
17385,3434936
17386,1468858
17387,1075642
17388,2124219
17389,1206716
17390,1468859
17391,3566015
17392,3566016
17393,1075648
17394,1862081
17395,1075651
17396,1075654
17397,1862088
17398,3041736
17399,3041738
17400,2124238
17401,2245821
17402,2517464
17403,2124251
17404,1468891
17405,1075677
17406,2124254
17407,3697117
17408,1075682
17409,1862115
17410,1075684
17411,1468900
17412,1468902
17413,1468901
17414,2255336
17415,1993189
17416,1468906
17417,1468907
17418,2124263
17419,1468904
17420,1468911
17421,3434991
17422,1468916
17423,1468917
17424,1468918
17425,1731063
17426,1468920
17427,1468921
17428,4090362
17429,3172855
17430,4745725
17431,1468926
17432,1075711
17433,1862145
17434,3828225
17435,1862147
17436,2255365
17437,1075717
17438,1075719
17439,1337864
17440,1731081
17441,1993227
17442,4090380
17443,1731087
17444,1075729
17445,2255378
17446,1337874
17447,3041817
17448,2124314
17449,1075743
17450,1337893
17451,1075750
17452,4090407
17453,1468968
17454,2255401
17455,2124330
17456,1206829
17457,1206830
17458,1075759
17459,3172912
17460,3303985
17461,3828275
17462,3172916
17463,1075764
17464,3828277
17465,1075771
17466,2779708
17467,1468989
17468,1075776
17469,1468997
17470,1337927
17471,2255434
17472,1075786
17473,1337933
17474,1993294
17475,1075791
17476,1469008
17477,2124368
17478,3697234
17479,1862225
17480,2255437
17481,1206869
17482,2255442
17483,2255448
17484,1075802
17485,2124385
17486,3041890
17487,2124386
17488,1469028
17489,2124387
17490,1469031
17491,1206889
17492,1206896
17493,1075825
17494,4221559
17495,3435130
17496,1469051
17497,4221572
17498,1337988
17499,1075846
17500,4221576
17501,3173003
17502,4876941
17503,2124431
17504,1206929
17505,2255507
17506,4876949
17507,1731222
17508,4876950
17509,3041941
17510,2255514
17511,1075869
17512,3828381
17513,4221599
17514,1206945
17515,1469090
17516,2124451
17517,2124452
17518,3566244
17519,4876968
17520,2124456
17521,3041961
17522,3435182
17523,3173038
17524,1469104
17525,3566256
17526,1469106
17527,1338035
17528,3041974
17529,1075896
17530,4221631
17531,1469119
17532,1075905
17533,2124479
17534,1731271
17535,4199738
17536,3566285
17537,1469134
17538,1469137
17539,3173077
17540,1600213
17541,1338071
17542,1075928
17543,3042008
17544,1075931
17545,3042013
17546,3173090
17547,3173094
17548,1338088
17549,3042031
17550,1075952
17551,4090608
17552,1075959
17553,1075960
17554,1993465
17555,3173112
17556,1469182
17557,3697407
17558,1469184
17559,1862401
17560,3173121
17561,3173123
17562,1338120
17563,1862409
17564,4745994
17565,2124556
17566,1075981
17567,1207056
17568,1075986
17569,3173139
17570,3173142
17571,4090646
17572,1469212
17573,4090652
17574,3566368
17575,2124577
17576,1338144
17577,1207074
17578,1469220
17579,3697443
17580,1469222
17581,2255655
17582,1076013
17583,1469232
17584,2255666
17585,2255667
17586,1862454
17587,1469241
17588,3697466
17589,4090683
17590,3697468
17591,4746045
17592,1469242
17593,3697471
17594,3697472
17595,2124609
17596,3697475
17597,1469255
17598,4746058
17599,3697482
17600,2255692
17601,1076045
17602,3697487
17603,3697488
17604,3697489
17605,1469266
17606,3697490
17607,3697492
17608,3697494
17609,3828567
17610,3697498
17611,3566426
17612,1076060
17613,1203835
17614,1338207
17615,4090720
17616,1862497
17617,1076066
17618,1076067
17619,1207147
17620,1076077
17621,1600366
17622,4090735
17623,1469297
17624,1076082
17625,1469299
17626,3173236
17627,1731445
17628,4173721
17629,4746107
17630,1076092
17631,4746111
17632,1207167
17633,2124673
17634,4746118
17635,1076105
17636,3566473
17637,1076107
17638,1207180
17639,4746125
17640,3173260
17641,4746124
17642,4746128
17643,3042193
17644,4746130
17645,2124683
17646,2124684
17647,1469333
17648,2255765
17649,1076119
17650,2124696
17651,4090777
17652,1469339
17653,1076124
17654,1731484
17655,1469342
17656,3566493
17657,3042208
17658,1338273
17659,1731486
17660,3828645
17661,3042214
17662,1469352
17663,1076137
17664,1076136
17665,3435435
17666,3435432
17667,1338285
17668,4090798
17669,1076142
17670,3042222
17671,2124719
17672,4090794
17673,4090803
17674,3173300
17675,1731521
17676,1076162
17677,1731523
17678,1076166
17679,3042252
17680,1862605
17681,1207245
17682,1076177
17683,4090843
17684,1469414
17685,3566570
17686,2255853
17687,1469423
17688,1731572
17689,1469429
17690,2255860
17691,4746230
17692,1076216
17693,1862645
17694,1731577
17695,2255867
17696,2255868
17697,2255869
17698,1731582
17699,2255871
17700,3042304
17701,2255873
17702,1076219
17703,4090886
17704,1993734
17705,1993736
17706,1993737
17707,1076234
17708,1993735
17709,1993739
17710,1993740
17711,1993742
17712,1993743
17713,1993744
17714,3435537
17715,1993745
17716,1993747
17717,3566612
17718,1862676
17719,1993750
17720,1993748
17721,2255896
17722,1207320
17723,1993752
17724,1993755
17725,1207323
17726,2255900
17727,2255901
17728,1076247
17729,1993751
17730,1076257
17731,4746273
17732,1993757
17733,1993764
17734,1993762
17735,1993760
17736,1360185
17737,1993759
17738,1993761
17739,1207338
17740,1207339
17741,1207340
17742,3566637
17743,3566634
17744,1207341
17745,3566640
17746,1993776
17747,1993774
17748,1993775
17749,1076277
17750,1076280
17751,4746297
17752,1207354
17753,1076285
17754,4222014
17755,2255934
17756,1076289
17757,1993800
17758,3697736
17759,2124872
17760,1338442
17761,4746312
17762,3566670
17763,3435600
17764,1076305
17765,3173456
17766,1076307
17767,3173460
17768,1731669
17769,3173462
17770,1338454
17771,4090968
17772,1076312
17773,1076314
17774,1731672
17775,1207388
17776,1207389
17777,1731670
17778,1207391
17779,1076320
17780,1076323
17781,1731683
17782,4277974
17783,3697769
17784,1076330
17785,1469547
17786,3697771
17787,1207405
17788,2255981
17789,1338477
17790,1076343
17791,1862776
17792,2255991
17793,1338487
17794,1207420
17795,1207421
17796,1076350
17797,3173503
17798,1207423
17799,1862790
17800,1338506
17801,1469580
17802,1862796
17803,1469582
17804,2256016
17805,4091025
17806,1338515
17807,2256024
17808,3173529
17809,1076378
17810,3697819
17811,1835065
17812,1469598
17813,1862814
17814,4091041
17815,2256039
17816,3697835
17817,3697839
17818,1207477
17819,1207485
17820,3042494
17821,3042495
17822,2124994
17823,1076420
17824,1076421
17825,1731780
17826,2125000
17827,1076426
17828,3828940
17829,3697868
17830,1207500
17831,2256079
17832,2125006
17833,1469650
17834,1076439
17835,2125018
17836,1207515
17837,3042524
17838,1076446
17839,4091102
17840,1469664
17841,1076449
17842,1731810
17843,1993955
17844,2125029
17845,4091111
17846,2256104
17847,2125034
17848,2256110
17849,1076462
17850,2125040
17851,1731825
17852,1207544
17853,1829155
17854,1731836
17855,2256125
17856,1338625
17857,3697924
17858,1207557
17859,1076490
17860,1469706
17861,3829004
17862,4615442
17863,3042579
17864,1338646
17865,1076506
17866,1076509
17867,3042595
17868,3697956
17869,1338662
17870,3697960
17871,3042606
17872,3042607
17873,1338676
17874,3435830
17875,3697979
17876,2256188
17877,2256190
17878,2256192
17879,1076545
17880,1862981
17881,1207626
17882,1994058
17883,1207629
17884,3042647
17885,1469783
17886,1076571
17887,3698013
17888,1600862
17889,1076574
17890,1207647
17891,1600863
17892,1863010
17893,2387297
17894,2256237
17895,3522531
17896,2256243
17897,3042677
17898,1076598
17899,1863031
17900,3698039
17901,1469817
17902,1469818
17903,1469819
17904,4746618
17905,3435901
17906,3566974
17907,3698045
17908,3042681
17909,1469823
17910,1863043
17911,4222341
17912,4222342
17913,1076617
17914,2256270
17915,2256271
17916,3042704
17917,3698064
17918,3698070
17919,4222359
17920,3698071
17921,3698073
17922,3042713
17923,2125211
17924,3042715
17925,1125795
17926,1076638
17927,1076640
17928,3698080
17929,1863074
17930,3698082
17931,3698081
17932,3567013
17933,1207714
17934,1125797
17935,1207721
17936,1076650
17937,1076654
17938,1994159
17939,2340457
17940,1469878
17941,4746684
17942,2256317
17943,4091324
17944,4091325
17945,1881298
17946,2256323
17947,1469892
17948,2125253
17949,1469894
17950,4746701
17951,1076685
17952,3173837
17953,4877782
17954,2256346
17955,1469914
17956,1732058
17957,3435994
17958,1076701
17959,2125277
17960,1994203
17961,3042785
17962,2256360
17963,2256361
17964,2256362
17965,2125291
17966,2125296
17967,2125299
17968,2387443
17969,2125301
17970,1469942
17971,2125302
17972,1863160
17973,1469944
17974,1863163
17975,1207805
17976,1469953
17977,1469954
17978,1207811
17979,1207812
17980,2911748
17981,1469959
17982,2125321
17983,1207819
17984,2272087
17985,1076751
17986,1207829
17987,3173911
17988,2256408
17989,1076761
17990,2125338
17991,1863195
17992,1076760
17993,3304988
17994,1076763
17995,3829280
17996,1076769
17997,3042850
17998,1076772
17999,3829284
18000,1207847
18001,3698217
18002,1076780
18003,3042861
18004,2256431
18005,3042864
18006,1470001
18007,2256434
18008,1207859
18009,2256438
18010,1863223
18011,1076792
18012,1207864
18013,3042874
18014,1863222
18015,1863228
18016,1732156
18017,3042879
18018,1076801
18019,2125379
18020,1863237
18021,1076811
18022,2256462
18023,2256463
18024,3698256
18025,1076817
18026,1732180
18027,1601109
18028,2256476
18029,4222560
18030,1076834
18031,1732194
18032,1470053
18033,1863272
18034,1470058
18035,3042924
18036,3042930
18037,1470068
18038,1076863
18039,1732225
18040,1470082
18041,2256513
18042,1076867
18043,1470084
18044,1470086
18045,1470087
18046,3567244
18047,4222605
18048,1339022
18049,1732237
18050,1339025
18051,3567251
18052,1732246
18053,2125469
18054,3042976
18055,4222628
18056,1470118
18057,1207974
18058,3436202
18059,3174059
18060,1470124
18061,3042990
18062,1076914
18063,2256562
18064,1470131
18065,1470133
18066,1076918
18067,3131822
18068,1207993
18069,1076922
18070,3567290
18071,1208002
18072,2125510
18073,4222667
18074,1470158
18075,1076942
18076,1076946
18077,3698390
18078,1339094
18079,4091608
18080,1470169
18081,1076955
18082,2125536
18083,3174112
18084,3043043
18085,1208037
18086,1076966
18087,1863402
18088,2125548
18089,1863405
18090,3174133
18091,1208056
18092,2125561
18093,1076989
18094,1208064
18095,1076993
18096,1076994
18097,1339140
18098,1470213
18099,1208069
18100,4747017
18101,1470229
18102,3567384
18103,2125593
18104,1470235
18105,1863451
18106,1470236
18107,3567390
18108,3043099
18109,1077025
18110,1208098
18111,1470244
18112,3174181
18113,1208101
18114,1994541
18115,1077039
18116,1077041
18117,1077043
18118,1208117
18119,1470263
18120,1470267
18121,1208123
18122,1470269
18123,1470268
18124,1021671
18125,3305282
18126,1077058
18127,3829573
18128,1470278
18129,1863497
18130,4747084
18131,4222797
18132,1077069
18133,2125646
18134,1208148
18135,4878167
18136,4878168
18137,4878169
18138,3698524
18139,1470302
18140,1470303
18141,2125662
18142,1470305
18143,3829599
18144,1208163
18145,3174245
18146,3698534
18147,1470313
18148,3829610
18149,1208171
18150,3698543
18151,3043184
18152,4747122
18153,3436404
18154,2256757
18155,1470327
18156,1994618
18157,3698555
18158,1339258
18159,1863548
18160,1077115
18161,1077119
18162,4747132
18163,1339261
18164,4747138
18165,4222855
18166,1077129
18167,1077131
18168,1077132
18169,4747149
18170,1863563
18171,1470351
18172,3043216
18173,1077139
18174,2256787
18175,1077140
18176,1732502
18177,1863574
18178,3567512
18179,1208213
18180,2256794
18181,1208219
18182,4091804
18183,1470365
18184,1863580
18185,1077151
18186,1732512
18187,1470369
18188,1208228
18189,1339300
18190,1077158
18191,4091814
18192,2125739
18193,1077166
18194,2125743
18195,1732526
18196,2125747
18197,3043253
18198,1077174
18199,1077173
18200,4091832
18201,1208248
18202,2125755
18203,1077181
18204,1077182
18205,1732541
18206,1863616
18207,3567552
18208,1863619
18209,4222916
18210,2256837
18211,1863621
18212,4222917
18213,1863624
18214,1077196
18215,3305420
18216,4222925
18217,4091857
18218,1077201
18219,1077202
18220,1732565
18221,1077207
18222,2387928
18223,1077212
18224,4222940
18225,1077220
18226,3043302
18227,3698663
18228,3043303
18229,2256879
18230,1077235
18231,3567603
18232,1208310
18233,1077239
18234,1470458
18235,1077248
18236,2125826
18237,2125832
18238,1077257
18239,3043336
18240,2125834
18241,1077260
18242,2125836
18243,2125839
18244,1732628
18245,2256918
18246,3043350
18247,1099870
18248,1077279
18249,1077283
18250,1077284
18251,1470504
18252,1077289
18253,1077288
18254,3829804
18255,1077293
18256,1863733
18257,1077302
18258,2125880
18259,1077305
18260,3174459
18261,2125884
18262,2125886
18263,3436607
18264,1077315
18265,4091976
18266,3567689
18267,4091978
18268,2256969
18269,3043401
18270,4091981
18271,2256974
18272,1732687
18273,1077328
18274,3567696
18275,1339474
18276,3567700
18277,1863765
18278,3567701
18279,3567703
18280,2125911
18281,3567705
18282,2125914
18283,2125915
18284,3174490
18285,3829853
18286,2256992
18287,3174498
18288,3043427
18289,1077347
18290,3174506
18291,2257004
18292,3567725
18293,1863794
18294,1077362
18295,2257011
18296,3567734
18297,3174519
18298,1863800
18299,3043449
18300,3174522
18301,1077371
18302,1073838
18303,4721058
18304,3174527
18305,2125952
18306,3174530
18307,2125956
18308,2125957
18309,1732748
18310,4354188
18311,1077390
18312,3236123
18313,2125973
18314,3174550
18315,4747416
18316,2388124
18317,1470622
18318,4747424
18319,1732769
18320,3829921
18321,3043491
18322,1077411
18323,1077410
18324,3174561
18325,1077415
18326,1077416
18327,3174563
18328,1208493
18329,3174575
18330,4747442
18331,2257075
18332,1077427
18333,1077428
18334,1339574
18335,2257079
18336,3174584
18337,3174585
18338,3567802
18339,3174586
18340,1339580
18341,1077433
18342,3043510
18343,3043520
18344,1077441
18345,3043522
18346,1732805
18347,3043533
18348,3043534
18349,4223183
18350,1732820
18351,1077461
18352,3567830
18353,3567831
18354,3043541
18355,4092122
18356,1077468
18357,1470686
18358,1077474
18359,1470696
18360,3043562
18361,3567853
18362,2257133
18363,1470701
18364,2126064
18365,1470706
18366,1077492
18367,1732856
18368,1077497
18369,1863930
18370,1077499
18371,2126074
18372,1995006
18373,1077506
18374,1077507
18375,1732868
18376,3174659
18377,4223239
18378,1208584
18379,1208588
18380,4223244
18381,2126095
18382,4223249
18383,1077522
18384,1077523
18385,4223250
18386,1470742
18387,1077528
18388,4747546
18389,1077536
18390,1863968
18391,2257186
18392,1077537
18393,2257188
18394,4223271
18395,3043631
18396,1863985
18397,1077554
18398,4223286
18399,3567934
18400,1077567
18401,1077568
18402,1077571
18403,1995078
18404,4878663
18405,1601869
18406,1208655
18407,3567952
18408,1208658
18409,1077588
18410,3699031
18411,1077597
18412,1208672
18413,1230193
18414,1077602
18415,1208675
18416,1077603
18417,3436900
18418,3830118
18419,4354409
18420,1077609
18421,1470828
18422,3305837
18423,3043693
18424,2126190
18425,1077621
18426,1470838
18427,1864054
18428,2126198
18429,1470841
18430,1470842
18431,1470837
18432,1077628
18433,1732993
18434,1732994
18435,1732995
18436,1732996
18437,3305861
18438,1732998
18439,1077638
18440,1339786
18441,1470858
18442,1208723
18443,3830165
18444,2126230
18445,1077655
18446,4878745
18447,3043738
18448,1077658
18449,1864089
18450,2126233
18451,3043742
18452,1208735
18453,3043744
18454,3830178
18455,1995171
18456,3699108
18457,1208741
18458,3436963
18459,1077668
18460,1733029
18461,1077674
18462,3830186
18463,3830188
18464,3236637
18465,3830191
18466,1077680
18467,3830193
18468,2257333
18469,1077688
18470,3174841
18471,3174842
18472,1864121
18473,3174844
18474,3174845
18475,1208760
18476,3174847
18477,2126272
18478,1339841
18479,1470913
18480,1077699
18481,1470907
18482,1077701
18483,1077702
18484,3174853
18485,2257349
18486,2126281
18487,3043786
18488,3437003
18489,3174860
18490,3174859
18491,1339852
18492,2126283
18493,3437008
18494,1077710
18495,1077714
18496,3174867
18497,3174868
18498,1077717
18499,1864150
18500,1733079
18501,3174869
18502,3174866
18503,3043802
18504,1864155
18505,2126298
18506,1733080
18507,1077727
18508,1077729
18509,3437026
18510,3174887
18511,1339880
18512,3174889
18513,2257386
18514,1208810
18515,4747754
18516,3043818
18517,3043822
18518,1438634
18519,1077748
18520,3174905
18521,3437051
18522,3174908
18523,4747771
18524,4223490
18525,1077762
18526,1339908
18527,1339909
18528,1864198
18529,3699210
18530,1208843
18531,1864203
18532,3043853
18533,1733137
18534,1077778
18535,1864212
18536,1077792
18537,1471009
18538,1077793
18539,3174948
18540,1602087
18541,1471016
18542,1864232
18543,3043881
18544,1208876
18545,1339950
18546,1339951
18547,1733172
18548,3699253
18549,1339959
18550,1077816
18551,2126397
18552,1471039
18553,1208897
18554,1208898
18555,1077827
18556,1208899
18557,1208900
18558,1077828
18559,1077831
18560,1077833
18561,1077834
18562,1208906
18563,1077836
18564,2793334
18565,1077838
18566,3437139
18567,1077846
18568,1077847
18569,5242185
18570,1208921
18571,3437146
18572,2126423
18573,1864284
18574,4223580
18575,1471068
18576,1339999
18577,1077856
18578,1340000
18579,2126434
18580,1208931
18581,3437156
18582,4747877
18583,1864292
18584,3043943
18585,2781800
18586,3437160
18587,1829432
18588,1077867
18589,1933639
18590,3437167
18591,3437169
18592,1208948
18593,1208949
18594,3437174
18595,3437175
18596,1077880
18597,3175033
18598,2126455
18599,3175037
18600,2257535
18601,2257537
18602,1733250
18603,1340033
18604,1733252
18605,1733253
18606,1077896
18607,1077898
18608,1077900
18609,3053863
18610,1077905
18611,2126481
18612,4223635
18613,3437210
18614,2126491
18615,4223644
18616,3830429
18617,1077917
18618,3175073
18619,5242200
18620,1208996
18621,1340068
18622,1077926
18623,4223661
18624,1077933
18625,3044015
18626,1077935
18627,1864369
18628,1209010
18629,1209006
18630,1340079
18631,1209013
18632,3699382
18633,3306159
18634,3437240
18635,1733296
18636,4223672
18637,1077948
18638,2257596
18639,3437246
18640,2257597
18641,1077953
18642,1471169
18643,3699395
18644,1077955
18645,2257605
18646,3437250
18647,2257608
18648,2257609
18649,3044041
18650,1209034
18651,3437260
18652,3809371
18653,4879054
18654,1923700
18655,3437266
18656,1864403
18657,2126546
18658,1471187
18659,2257622
18660,1334473
18661,2126552
18662,1077974
18663,2126554
18664,1077980
18665,1471196
18666,1602269
18667,1471199
18668,3306209
18669,2126561
18670,1209067
18671,1077996
18672,3699435
18673,1340143
18674,3830512
18675,1471217
18676,1340146
18677,1340147
18678,1078004
18679,4748017
18680,1340150
18681,2126581
18682,1209080
18683,2126585
18684,1078003
18685,1340155
18686,3568383
18687,3175167
18688,1078017
18689,1340160
18690,1340159
18691,3437318
18692,3175175
18693,3306248
18694,3175176
18695,3306251
18696,3830539
18697,1471251
18698,1078036
18699,1602324
18700,1471254
18701,1078039
18702,1471256
18703,3175192
18704,3175195
18705,3306270
18706,1471262
18707,1733407
18708,1471265
18709,1078050
18710,1471266
18711,1471264
18712,1126076
18713,1471271
18714,1471272
18715,1864489
18716,1864487
18717,1864490
18718,1864492
18719,1471278
18720,4223791
18721,3830578
18722,1209140
18723,1078069
18724,1733428
18725,3830583
18726,1340212
18727,4223801
18728,1126080
18729,3306297
18730,3830588
18731,2257725
18732,3044158
18733,1078079
18734,2126656
18735,3830593
18736,3830594
18737,2257729
18738,3044162
18739,1078085
18740,3044164
18741,3830599
18742,2126664
18743,3830603
18744,1733452
18745,3306315
18746,3830607
18747,2126672
18748,1864527
18749,1126085
18750,3830613
18751,2126677
18752,1864537
18753,1078106
18754,3175259
18755,1209182
18756,3175263
18757,2126689
18758,1864546
18759,3306340
18760,1078116
18761,2126693
18762,1864553
18763,1471337
18764,4748138
18765,1209196
18766,1209197
18767,1471342
18768,2126699
18769,1078128
18770,3306346
18771,2126697
18772,1078131
18773,1864563
18774,1078133
18775,3437430
18776,3158115
18777,5272440
18778,1995639
18779,1733498
18780,1471354
18781,3830650
18782,1995645
18783,1829487
18784,3437440
18785,2257793
18786,1078146
18787,3437443
18788,1471359
18789,1864576
18790,1340294
18791,1995655
18792,1733512
18793,2257801
18794,3437449
18795,2126739
18796,3568531
18797,1078165
18798,3437461
18799,1178203
18800,1078174
18801,1733537
18802,2782115
18803,1733539
18804,2126760
18805,3175340
18806,4223917
18807,3830700
18808,1340335
18809,1864629
18810,4252295
18811,1078201
18812,1178209
18813,3522852
18814,3830725
18815,1864645
18816,1047954
18817,3437511
18818,3830729
18819,3175366
18820,3699660
18821,3175373
18822,2126798
18823,1471439
18824,1230316
18825,3437519
18826,1340373
18827,2257878
18828,2126807
18829,3568599
18830,4879322
18831,4748250
18832,1602523
18833,3044319
18834,3699680
18835,1230320
18836,1602531
18837,1078244
18838,2257892
18839,1471462
18840,2126824
18841,1078250
18842,1078251
18843,3437548
18844,3437546
18845,2257902
18846,1340399
18847,1078258
18848,3044340
18849,1209333
18850,2257911
18851,1209339
18852,2257926
18853,1725308
18854,1602571
18855,1340429
18856,1078286
18857,1602576
18858,3175440
18859,2257938
18860,2257940
18861,1471510
18862,3306520
18863,3044377
18864,1340442
18865,1471514
18866,1078297
18867,1340443
18868,1340446
18869,1078305
18870,1078308
18871,1471532
18872,4879404
18873,3175470
18874,1340463
18875,1471535
18876,2126897
18877,1209394
18878,3175474
18879,1209393
18880,1995822
18881,1178233
18882,3175471
18883,1078329
18884,1340476
18885,3699778
18886,2257986
18887,1340485
18888,1340487
18889,1471560
18890,1340488
18891,2257996
18892,2257997
18893,2257998
18894,4093005
18895,1340498
18896,1340500
18897,1340502
18898,1340503
18899,2389079
18900,1864791
18901,1864794
18902,1340507
18903,1471580
18904,2389081
18905,1340511
18906,2389088
18907,1340513
18908,3175521
18909,1078369
18910,2389092
18911,1340515
18912,3175523
18913,1078375
18914,3175524
18915,2258025
18916,1078379
18917,1471596
18918,1340525
18919,1340526
18920,1078383
18921,2258032
18922,1340529
18923,3044466
18924,1471595
18925,1340532
18926,4093044
18927,3175541
18928,4224119
18929,4748408
18930,1340533
18931,1864825
18932,3306619
18933,1602681
18934,1340534
18935,2126974
18936,2126975
18937,4748414
18938,2258056
18939,3568779
18940,3044492
18941,1078412
18942,1209485
18943,1209487
18944,1471632
18945,1864849
18946,1209489
18947,1471635
18948,1864847
18949,3568790
18950,1733783
18951,4093079
18952,1864854
18953,1471649
18954,4093092
18955,3175591
18956,4748455
18957,1078442
18958,3175595
18959,3175596
18960,3175597
18961,1340590
18962,1471662
18963,3175599
18964,1230361
18965,1230362
18966,3437748
18967,4748468
18968,1864886
18969,1078455
18970,1078457
18971,1864891
18972,3044541
18973,2782397
18974,1602751
18975,1733824
18976,3568838
18977,1078470
18978,2258119
18979,1340617
18980,3175626
18981,1078475
18982,3568842
18983,1340621
18984,1471693
18985,1078479
18986,3568846
18987,1733833
18988,1471698
18989,3568850
18990,3044564
18991,1471700
18992,3568853
18993,1471703
18994,1078488
18995,1471704
18996,1471706
18997,2127065
18998,1078492
18999,3568857
19000,1733850
19001,1340631
19002,4148148
19003,4224227
19004,2127082
19005,3306733
19006,3306735
19007,2127090
19008,3306739
19009,1078516
19010,4748533
19011,1209594
19012,3699962
19013,3175676
19014,1340668
19015,3568894
19016,1078526
19017,1340671
19018,3699969
19019,3568897
19020,2258177
19021,1733892
19022,1996037
19023,3568896
19024,3175685
19025,4224264
19026,1340681
19027,1471754
19028,3175692
19029,1078540
19030,1340687
19031,4224272
19032,1078545
19033,4224273
19034,1996051
19035,1340692
19036,1209622
19037,3306775
19038,1471769
19039,1471771
19040,2258204
19041,1340704
19042,1471777
19043,1078560
19044,1078563
19045,3175716
19046,1078566
19047,2258215
19048,1602854
19049,2258214
19050,1078570
19051,1340710
19052,1602860
19053,3700013
19054,1340718
19055,3306790
19056,4879665
19057,1602866
19058,1602867
19059,1078580
19060,3044658
19061,1865014
19062,3831098
19063,1340735
19064,1471809
19065,3175747
19066,1209671
19067,1209672
19068,1209673
19069,1209674
19070,1209675
19071,1078603
19072,1340744
19073,1078605
19074,2258251
19075,1340749
19076,2258260
19077,1471829
19078,1602900
19079,3887656
19080,3831131
19081,2127202
19082,3437926
19083,2127207
19084,1996138
19085,2127214
19086,1996142
19087,1340784
19088,1734000
19089,1734002
19090,1734001
19091,1078644
19092,4879731
19093,4748658
19094,1865080
19095,1734009
19096,1734010
19097,3437947
19098,1734015
19099,1865089
19100,1078662
19101,1865094
19102,1865098
19103,1078668
19104,3569036
19105,3044752
19106,1340817
19107,1078676
19108,1734038
19109,1209753
19110,1734041
19111,1078682
19112,2127260
19113,1078685
19114,1078684
19115,1734042
19116,1340832
19117,1209760
19118,1078689
19119,1471907
19120,1471906
19121,1471905
19122,1471904
19123,4093347
19124,1078701
19125,3700142
19126,3700146
19127,1078706
19128,1078710
19129,2258359
19130,3700153
19131,3438012
19132,1340861
19133,2258366
19134,2258365
19135,3569087
19136,1734081
19137,1734082
19138,1734083
19139,2258369
19140,2127301
19141,3044806
19142,1340871
19143,1471945
19144,1734089
19145,4879819
19146,1078731
19147,2258382
19148,1078736
19149,1865170
19150,1734099
19151,1996246
19152,1734107
19153,1734109
19154,3700190
19155,3054032
19156,1996256
19157,2127333
19158,3044839
19159,1734120
19160,1078760
19161,1734121
19162,3044845
19163,2127345
19164,3700212
19165,1471989
19166,1078774
19167,3522965
19168,1078776
19169,3044856
19170,4748795
19171,4093439
19172,3044864
19173,4748801
19174,1078783
19175,1603076
19176,1603077
19177,1078790
19178,1603078
19179,1734152
19180,1340933
19181,3887691
19182,1078795
19183,3831307
19184,2127372
19185,2258445
19186,2127375
19187,1472011
19188,1734163
19189,4304519
19190,4093470
19191,1603105
19192,4748833
19193,1340963
19194,3175972
19195,1340964
19196,1078822
19197,2258472
19198,2389544
19199,1734186
19200,1209899
19201,1734195
19202,1472055
19203,1340984
19204,1340986
19205,1078843
19206,1734205
19207,3307070
19208,1472062
19209,1078847
19210,1734211
19211,1734213
19212,1078854
19213,1734215
19214,1734216
19215,1734219
19216,1341004
19217,1734221
19218,2127438
19219,1734220
19220,4224592
19221,1734224
19222,1078867
19223,1341011
19224,1603156
