author,book_id
Meg Cabot,"[38980, 23220, 23219, 93722, 19448, 187811, 439275, 93728, 2068676, 93724, 93729, 2213324, 23225, 199786, 9397967, 199785, 23224, 93731, 199782, 5135798, 23217, 93723, 6460331, 19452, 207684, 90475, 1301153, 23221, 6953500]"
Alexander McCall Smith,"[7061, 7039, 7035, 7036, 97898, 7053, 28184, 7058, 1605034, 97875, 15904, 4285768]"
Robert Kirkman,"[138398, 138396, 30069, 138397, 10869746]"
Tony Moore,[138398]
Arthur C. Clarke,"[70535, 8909, 112537, 414999, 70539, 149049, 250024, 35816, 112518, 112517]"
Francine Rivers,"[11422, 95617, 9943]"
Tim LaHaye,"[27523, 228258, 27528, 228261, 79705, 85957, 50930, 85958, 27526, 27530, 27525, 133767]"
Jerry B. Jenkins,"[27523, 228258, 27528, 228261, 79705, 85957, 50930, 85958, 27526, 27530, 27525, 133767]"
Barbara Ehrenreich,[1869]
Patricia Cornwell,"[6534, 6531, 6539, 132336, 232145, 232123, 6537, 6541, 6538, 31623, 320167, 123598, 6530, 6528, 2833172, 6526, 11057626, 6495359, 13708346, 7926242, 392217, 17707654, 20768868]"
Edgar Allan Poe,"[23919, 261240, 206172, 899492, 175516, 204779, 391724, 3301759, 132314]"
Corrie ten Boom,[561909]
John Sherrill,"[561909, 824062]"
Elizabeth Sherrill,"[561909, 824062]"
Pat Conroy,"[16735, 16729, 6135237, 85448]"
Michael Chabon,"[3985, 16703, 16697, 10756240, 16696, 587638]"
Simone Elkeles,"[4268157, 7137775]"
J.M. Barrie,[34268]
Michael Hague,[34268]
Michael Connelly,"[79885, 32508, 32506, 9681098, 49353, 24244, 7936809, 2761626, 58962, 32504, 11082037, 49350, 126507, 32501, 13495034, 20881071, 17333227, 409918, 76867, 32502, 32505, 84777, 32507, 6413193, 25010281, 84785, 29154543, 4527502, 84786]"
David Mitchell,"[49628, 20819685, 7141642, 24499258, 16113737, 6819]"
Tim O'Brien,"[133518, 3446]"
Jeff Lindsay,"[17231, 136081, 206682, 2999282]"
Jonathan Swift,[7733]
Robert DeMaria Jr.,[7733]
Gail Kern Paster,[12957]
Robert          Jackson,"[12957, 24128]"
Unknown,"[52357, 180617]"
Seamus Heaney,[52357]
Frank Miller,"[59980, 59960, 59952, 392297, 59969, 59978, 419103]"
David Mazzucchelli,[59980]
Richmond Lewis,[59980]
Dennis O'Neil,[59980]
Laini Taylor,"[8490112, 12812550, 13618440, 20309175]"
Victoria Aveyard,"[17878931, 23174274]"
Charles Duhigg,[12609433]
John Berendt,"[386187, 12786]"
Colleen Hoover,"[15717943, 13372690, 13496084, 24445517, 17340050]"
Laura Ingalls Wilder,"[77767, 8337, 8253, 77770, 8296]"
Margery Williams Bianco,[144974]
William   Nicholson,[144974]
Robert M. Pirsig,[629]
Sara Shepard,"[162085, 162089, 1651302, 1537534, 3047849, 3047850, 3047848]"
Don Freeman,"[231850, 270067]"
Michael Pollan,"[3109, 315425, 13839, 7015635, 15811496]"
Kate Atkinson,"[15790842, 16243, 3722183, 3289281, 501124]"
Thomas Hardy,"[32261, 31463, 50798, 56759, 32650, 341281]"
Tim Dolin,[32261]
Margaret R. Higonnet,[32261]
Gustave Flaubert,"[2175, 2183]"
Margaret Mauldon,[2175]
Malcolm Bowie,[2175]
Mark Overstall,[2175]
Norton Juster,[378]
Jules Feiffer,[378]
Ned Vizzini,[248704]
Vanessa Diffenbaugh,"[10032672, 24041443]"
Klaus Janson,[59960]
Lynn Varley,"[59960, 59952]"
Nick Hornby,"[285092, 4271, 10073, 6224826, 4264, 22749994, 411527, 4261]"
John Gray,[1274]
Anthony Bourdain,"[33313, 7324659, 86856]"
Michael Crichton,"[7669, 7672, 455373, 8650, 15860, 7667, 7661, 7668, 6428887, 11660590, 7679, 7663]"
Voltaire,[19380]
Natalie Babbitt,[84981]
P.D. Eastman,"[197084, 460548]"
E.H. Gombrich,"[222078, 61505]"
Robert T. Kiyosaki,[69571]
Lev Grossman,"[6101718, 10079321]"
Tsugumi Ohba,"[13615, 13619, 13618, 13616, 13614, 13620]"
Takeshi Obata,"[13615, 13619, 13618, 13616, 13614, 13620]"
Libba Bray,"[3682, 51428, 127459, 7728889]"
Tammara Webber,[16056408]
Jeremy Tambling,[58696]
Sherman Alexie,[693208]
Ellen Forney,[693208]
Mikhail Bulgakov,"[117833, 113205]"
Katherine Tiernan O'Connor,[117833]
Diana Burgin,[117833]
Ellendea Proffer,[117833]
Ursula K. Le Guin,"[13642, 18423, 13662, 13651, 59924, 13661, 1170158, 13658, 13659]"
Kate DiCamillo,"[357664, 37190, 37186, 16052012, 37187, 6345760]"
Chris Sheban,[357664]
John Knowles,[5148]
Miguel de Cervantes Saavedra,[3836]
Roberto González Echevarría,[3836]
John Rutherford,[3836]
Robin Hobb,"[45107, 68487, 45112, 68488, 45109, 45100, 45101, 45102, 4703450]"
Susanna Kaysen,[68783]
Richard Bach,"[71728, 29946]"
Russell Munson,[71728]
Robert Munsch,"[310259, 240130]"
Sheila McGraw,[310259]
Daniel James Brown,[16158542]
Christopher Tolkien,"[7332, 597790]"
Ted Nasmith,[7332]
Kate Morton,"[3407877, 1278752, 21104828, 6746018]"
Edwin Muir,"[17690, 22904]"
Willa Muir,"[17690, 22904]"
Max Brod,[17690]
Piper Kerman,[6314763]
Anne Perry,[8921]
Daniel Kahneman,[11468377]
Marion Zimmer Bradley,"[402045, 181886, 84552, 18892, 18889]"
Judy Blume,"[37732, 37741, 23899174, 80674, 37743, 37738, 37737, 37739, 80672]"
Chris Bohjalian,"[5166, 126807]"
Chris Van Allsburg,[420282]
Jon Scieszka,[125507]
Lane Smith,[125507]
Tom Clancy,"[32682, 32669, 19668, 19675, 5720, 382549, 19670, 19707, 19687, 19674, 7997069, 15985392, 10931321, 18342283, 12687461]"
Margaret Jull Costa,"[1431, 1430, 1427, 3018539, 16054811, 11031, 2528, 47667, 54120]"
Sheryl Sandberg,[16071764]
Nell Scovell,[16071764]
Tahereh Mafi,"[10429045, 13104080, 13188676]"
Jostein Gaarder,"[10959, 48318, 25403]"
Paulette Møller,[10959]
Ray Bradbury,"[76778, 248596, 24830, 50033]"
Jennifer Egan,"[7331435, 86655]"
Johanna Spyri,[93]
Angelo  Rinaldi,[93]
Beverly Cleary,"[93, 91253, 232109, 91248, 105999, 91247, 568476, 89551]"
Alex Flinn,[544891]
Geoffrey Chaucer,[2696]
Nevill Coghill,[2696]
Harriet Beecher Stowe,[46787]
Gaston Leroux,[480204]
Alexander Teixeira de Mattos,[480204]
José Saramago,"[2526, 3018539, 28859, 2528, 47667, 2530, 54120]"
Giovanni Pontiero,"[2526, 2530]"
Jonathan Franzen,"[7905092, 3805, 23754479]"
Ally Carter,"[852470, 6574102, 568645, 5267365, 6950688, 10560331, 20309175]"
Aravind Adiga,[1768603]
Barack Obama,"[88061, 9742]"
Judith Viorst,[46677]
Ray Cruz,[46677]
Howard Zinn,[2767]
Justin Cronin,"[6690798, 13281368]"
Celeste Ng,[18693763]
Isabel Allende,"[9328, 16527, 25152052, 7005479, 3304, 16532, 3300, 16248114, 24796, 3291, 18090150]"
Magda Bogin,[9328]
Ροζίτα Σώκου,[16343]
Chimamanda Ngozi Adichie,"[15796700, 18749, 22738563, 5587960]"
Christopher McDougall,[6289283]
Gabrielle Zevin,"[18293427, 359410]"
Ludwig Bemelmans,"[475339, 773606]"
Napoleon Hill,[1005]
Susanna Clarke,"[14201, 15161]"
Michael  Grant,"[2536134, 5047880, 6686092, 6686101, 8811134, 8811139]"
Jess Walter,[11447921]
Matthew Quick,"[13539044, 13477676, 18054175]"
Jules Verne,"[33507, 54479, 32829, 32831, 32827]"
Anthony Bonner,"[33507, 426504]"
Maureen Howard,"[14942, 53835]"
Jonas Jonasson,"[13486632, 21094993]"
Rod Bradbury,[13486632]
Richard Bachman,"[10605, 9014, 11607, 10596, 349473, 66370, 10577]"
Michael Glencross,[54479]
Brian W. Aldiss,[54479]
Sharon Creech,"[53496, 53498]"
Julie Powell,[13747]
Neal Shusterman,"[764347, 688191]"
William Faulkner,"[10975, 77013, 10979, 373755]"
Eckhart Tolle,"[76334, 6708]"
Tite Kubo,[2880]
Gregory David Roberts,[33600]
Ned Dameron,[34084]
Jeffery Deaver,"[2373, 227729, 142540, 28568, 1050383, 142545, 7099389, 2230284, 93808, 106312]"
Bernhard Schlink,[101299]
Carol Brown Janeway,[101299]
Bill Martin Jr.,"[759611, 293595, 598160]"
Dan Simmons,"[77566, 77565, 11289, 3977, 3973, 11286, 3972]"
David Guterson,[77142]
Alex Haley,"[546018, 92057]"
Brian Bolland,[96358]
Tim Sale,"[96358, 106069]"
Ralph Ellison,[16981]
Ishmael Beah,[43015]
Hugh Howey,"[13453029, 17306293, 17855756]"
Christopher Moore,"[28881, 33456, 33454, 3684856, 33453, 33457, 33441, 74731, 33458, 7743117]"
Scott Lynch,"[127455, 887877, 2890090]"
Garth Nix,"[518848, 334643, 47624, 47613, 47619, 47618]"
Jennifer L. Armentrout,"[12578077, 17314430, 13047090, 13644052, 13644055, 17455585, 17455815]"
Bryan Lee O'Malley,[29800]
Julie Kagawa,"[6644117, 7747064, 8685612, 9659607, 10215349, 13581990, 17331828]"
Larry McMurtry,"[256008, 63461, 50051]"
Mary Roach,"[32145, 2082136, 7237456, 13615414, 14990]"
Thomas Keneally,[375013]
Malcolm X,[92057]
Sam Kieth,[23754]
Mike Dringenberg,"[23754, 25099, 25101]"
Malcolm Jones III,"[23754, 25100, 25099, 25101]"
Todd Klein,"[23754, 25099, 25101, 25102, 25106, 25103]"
Karen  Berger,[23754]
Laura Hillenbrand,[110737]
Dennis Lehane,"[21686, 21671, 21685, 425123, 21681, 13083008, 2830067, 7853757]"
Roma Gill,[13006]
Plato,"[30289, 81779, 22632, 73945]"
Desmond Lee,[30289]
Patti Smith,"[341879, 24728470]"
Jane Green,"[227941, 31101, 22649, 22686, 31099, 2071575, 31106, 31100, 31098, 7290826, 6054190]"
Walter J. Cobb,[30597]
Rohinton Mistry,"[5211, 19661]"
Kate Chopin,"[58345, 16076]"
Jacob Grimm,"[22917, 13554713, 19351490]"
Wilhelm Grimm,"[22917, 13554713, 19351490]"
Josef Scharl,[22917]
Padraic Colum,[22917]
Joseph Campbell,"[22917, 35519, 588138]"
Margaret Raine Hunt,[22917]
James Stern,"[22917, 22904]"
E.L. Konigsburg,[3980]
Samantha Young,"[15760001, 16140408, 18115061]"
Francis Chan,[3206011]
Danae Yankoski,[3206011]
Chris Tomlin,[3206011]
Helen Keller,[821611]
Jonathan Tropper,"[6224935, 46661]"
Seth Grahame-Smith,"[7108001, 5899779]"
Brian Selznick,"[9673436, 439173]"
Christopher Hitchens,"[5479, 5472, 43369, 13529055, 7332753]"
Mary Kubica,"[18812405, 23638955]"
Abbi Glines,"[16070903, 17029526, 17337562, 12900174, 17333880, 13146214, 13369678]"
Diana Wynne Jones,"[6294, 244572, 2173611]"
Henry David Thoreau,"[16902, 116020, 16900]"
Julian Barnes,[10746542]
Sue Grafton,"[64863, 64854, 89165, 64865, 89656, 64862, 64864, 64857, 169211, 257990, 102525, 643974, 10852027, 6193821, 410445, 142079, 262228, 262229]"
Sophocles,"[1554, 7728, 1540]"
J.E. Thomas,"[1554, 7728]"
Kenneth Grahame,[5659]
Gillian Avery,[5659]
Jenny Han,"[15749186, 5821978, 6584188, 8680278, 20698530, 20309175]"
Marjane Satrapi,"[9516, 991197, 9526]"
Mattias Ripa,"[9516, 991197]"
E.M. Forster,"[3087, 3102, 45195, 3103]"
Kody Keplinger,[6931356]
J.D. Robb,"[268602, 268601, 238126, 3492020, 74036, 268604, 132778, 238125, 172691, 10402992, 238141, 109367, 89160, 74033, 213975, 268598, 8315872, 762064, 7685763, 238137, 238127, 102857, 129523, 238140, 238142, 238139, 1566705, 13252406, 210243, 15806231, 13007638, 1158706, 16299341, 18079757, 22571696, 6542645, 5943970, 2494204]"
Masashi Kishimoto,[204042]
Katy Bridges,[204042]
Rachel Joyce,"[13227454, 20890479, 17192373]"
James Clavell,"[402093, 42933, 390711, 9827]"
John Archambault,[293595]
Lois Ehlert,[293595]
Jacquelyn Mitchard,[5161]
Louise Rennison,"[402013, 112675, 402015, 112693]"
Robin Sloan,[13538873]
V.C. Andrews,"[43448, 226709, 226706, 659612, 659622, 787660, 397466, 397456, 563458]"
Paul Kalanithi,[25899336]
Ellen Raskin,[902]
Pierce Brown,"[15839976, 18966819, 18966806]"
Brent Weeks,"[3227063, 3754016, 3754026, 7165300, 12499290]"
Sam McBratney,[301736]
Anita Jeram,[301736]
John D. MacDonald,[10628]
Peter Benchley,[126232]
Nicole Krauss,"[3867, 7907782]"
Astrid Lindgren,"[19302, 19312, 19314, 19307]"
Lauren Child,[19302]
Florence Lamborn,[19302]
Nancy Seligsohn,[19302]
Muriel Barbery,[2967752]
Alison Anderson,"[2967752, 47780]"
Doris Kearns Goodwin,[2199]
Suzanne Toren,[2199]
Stuart Gilbert,[11989]
Susannah Cahalan,[13547180]
Melissa Marr,"[305234, 2321296, 5152561]"
H.A. Rey,[420297]
Michael Ende,[27712]
Ralph Manheim,"[27712, 12395]"
Roswitha Quadflieg,[27712]
Sylvia Nasar,[13912]
Upton Sinclair,[41681]
Earl Lee,[41681]
Kathleen DeGrave,[41681]
Kelley Armstrong,"[2800905, 5391115, 6468666, 11918, 11922, 125925, 125926, 862350, 1541884]"
Oliver Sacks,"[63697, 1297985, 13330771, 64666]"
Andre Dubus III,[359770]
M.R. Carey,[17235026]
Crockett Johnson,[98573]
Hiromu Arakawa,[870]
Akira Watanabe,[870]
Joan Didion,"[7815, 428, 10252302]"
Lionel Shriver,"[80660, 393060, 16128105]"
Edith Wharton,"[53835, 17728, 5246]"
Sylvain Reynard,"[10140661, 13639050, 16247792]"
Helen Simonson,[6643090]
Nora Roberts,"[5598113, 114159, 114145, 59829, 59810, 762053, 628139, 26046, 407234, 16158558, 6070950, 114144, 7074000, 7076706, 6781956, 26050, 116012, 85459, 12099007, 26236956, 86321, 59830, 59822, 6013511, 9410421, 59821, 12951824, 16158519, 23281906, 114206, 248682, 114132, 114129, 18527947, 114184, 59819, 18668066, 98405, 59825, 114187, 534733, 2195309, 18754961, 31313, 17781, 3094593, 59813, 85491, 230003, 89160, 2003767, 114203, 8315872, 762064, 24611454, 682153, 114188, 114152, 114128, 114141, 114143, 27209407]"
John Scalzi,"[51964, 13055592, 239399, 88071]"
Joe Haldeman,"[21611, 21618]"
Azar Nafisi,[7603]
Joe Abercrombie,"[944073, 902715, 944076, 2315892, 18666047, 9300768, 13521459, 22055283, 22381326]"
Annie Proulx,"[7354, 27999]"
Marie Kondō,"[22318578, 25614984]"
Cathy Hirano,[22318578]
Jennifer Niven,"[18460392, 28686840]"
فرانک معنوی,[18460392]
Kathy Reichs,"[231604, 7800188, 128756, 128752, 181116, 128754, 128757, 281350, 106128, 5957702, 2095583, 7189177, 9998705, 13030356]"
Michael Scott,"[17402605, 2402971, 4588949, 6693332, 8458018, 8519822]"
Margaret Sayers Peden,"[16527, 38787, 7005479, 3304, 16532, 3300, 24796]"
Jessica Knoll,[22609317]
Elizabeth Strout,"[1736739, 25893709, 15823461]"
Lena Dunham,[20588698]
Joana Avillez,[20588698]
James C. Collins,"[76865, 4122]"
Samuel Beckett,[17716]
J.A. Redmerski,"[16081272, 17899696]"
Kimberly McCreight,[15776309]
Michael Cunningham,"[11899, 53061, 2137]"
Alice Clayton,[15858248]
Susan Ee,"[11500217, 12983100]"
Richard Russo,"[187020, 659388, 6303733]"
Jandy Nelson,"[20820994, 6604794]"
Richard Feynman,"[5544, 5548, 5553]"
James Joyce,"[7588, 11012, 338798, 23289]"
Seamus Deane,[7588]
George Eliot,"[19089, 20564, 304]"
Michel Faber,"[19089, 20697435]"
S.C. Stephens,"[13517535, 15842441]"
Stacy Schiff,[7968243]
Thomas L. Friedman,"[1911, 2358737, 3559]"
Marcus Pfister,[766020]
J. Alison James,[766020]
Gretchen Rubin,"[6398634, 22889767]"
Vincent Bugliosi,[105992]
Curt Gentry,[105992]
Patricia Briggs,"[71811, 1412138, 285205]"
Melissa de la Cruz,"[872333, 106085, 2753843, 6267237, 8113940]"
Caleb Carr,"[40024, 32831, 767307]"
Ta-Nehisi Coates,[25489625]
John Milton,[15997]
John      Leonard,[15997]
Michael   Lewis,"[6463967, 1301, 817791, 1171, 20604826, 13707738]"
Patrick Ness,"[8621462, 2118745, 6043849, 7540092, 21969786, 22910900]"
Jim Kay,[8621462]
Siobhan Dowd,[8621462]
Frederick Forsyth,"[540020, 149572, 327255, 109510, 109509]"
Jason Fried,[6732019]
David Heinemeier Hansson,[6732019]
Carol Rifka Brunt,[12875258]
James Herriot,"[32085, 38743, 38739]"
Michelle Hodkin,[11408650]
Emmuska Orczy,[136116]
Leigh Bardugo,"[10194157, 23437156, 14061955, 14061957]"
Herman Koch,"[15797938, 18594633]"
Sam Garrett,[15797938]
Carl Sagan,"[61666, 55030, 17349, 32276]"
Zadie Smith,"[3711, 3679, 13537891, 28390369, 3710]"
Chris Kyle,[11887020]
Scott McEwen,[11887020]
Jim DeFelice,[11887020]
Chelsea Handler,[35982]
Meg Wolitzer,[15815333]
Geraldine Brooks,"[1379961, 9684523]"
Basil Creighton,[16631]
Tess Gerritsen,"[32263, 32255, 715834, 32258, 32257, 7202831, 32254, 9578677, 1430213, 40482, 21489683]"
Timothy Basil Ering,[37190]
Steven L. Hopp,[25460]
Camille Kingsolver,[25460]
Richard A. Houser,[25460]
Alan Bradley,"[6218281, 6777616, 8517008, 13642963, 11277218, 17834904]"
Donald Miller,[7214]
Chad Harbach,[10996342]
Brandon Mull,"[44652, 2146957]"
Mildred D. Taylor,[310459]
Constance Garnett,"[12505, 12857]"
Alan Myers,[12505]
Joseph Frank,[12505]
Anna Brailovsky,[12505]
Aziz Ansari,[23453112]
Eric Klinenberg,[23453112]
Katherine Applegate,[11594337]
Patricia Castelao,[11594337]
Sebastian Junger,"[108229, 7519640]"
Jim Fergus,[33512]
Salman Rushdie,"[14836, 12781, 4835, 1317696, 4830, 9865, 9864]"
Elizabeth George Speare,"[703292, 207569, 24408]"
Wilkie Collins,"[5890, 6138]"
Matthew Sweet,[5890]
James McBride,[29209]
Karen Marie Moning,"[112750, 6050298, 7304203, 344262, 2702704, 743599, 112754, 112755, 112752, 112756, 815150, 112751]"
William Makepeace Thackeray,[5797]
John Carey,[5797]
Cynthia D'Aprix Sweeney,[25781157]
David    Allen,[1633]
James Redfield,"[13103, 13105]"
Huntley Fitzpatrick,[12294652]
Laurell K. Hamilton,"[30281, 30274, 15309, 30273, 30241, 30244, 30246, 30242, 190361, 30248, 139417, 30245, 30271, 121927, 30225, 2149535, 30240, 5215879, 30243, 30226, 30224, 1406197]"
Rosemarie Morgan,[31463]
Shannon Russell,[31463]
Mark Z. Danielewski,[24800]
Willa Cather,"[17150, 140963, 545951]"
Susan Beth Pfeffer,[213753]
Lao Tzu,[57854]
Gia-Fu Feng,[57854]
Jane English,[57854]
Chungliang Al Huang,[57854]
Rowena Pattee Kryder,[57854]
Toinette Lippe,[57854]
Jeffrey Archer,"[78983, 10872085, 12160906, 78987, 1611988, 15793074, 18404285, 21853645, 78985, 78989, 4102763, 78971, 79016, 78972, 78976]"
Hans Christian Andersen,"[46306, 122967, 342994, 132391]"
Lily Owens,[46306]
Arthur Rackham,[46306]
Hans Richter,[46306]
Friedrich Nietzsche,"[51893, 12321, 18304, 94578]"
Walter Kaufmann,"[51893, 406373, 94578]"
Elizabeth Gaskell,"[156538, 383206, 182381, 54620]"
Alan Shelston,[156538]
Jaycee Dugard,[11330361]
Amish Tripathi,"[7913305, 11827808, 12820793]"
Aesop,[21348]
Laura Harris,[21348]
Laura Gibbs,[21348]
Anne McCaffrey,"[61975, 28541, 28547, 127584, 28553, 61958, 61926, 24870, 203288, 653711, 127567, 61938]"
Teodor Panasiński,[61975]
Joanne Harris,"[47401, 15096, 15101, 2227371]"
Jay Anson,[293101]
Jeri Johnson,[11012]
Colum McCann,"[5941033, 16085517]"
Harlan Coben,"[43933, 15811568, 43931, 22571540, 26109394, 18114060, 11737271, 43930, 8437667, 2177236, 43928, 85418, 43927, 29430007, 43924, 3675828, 43926, 43932, 9838800, 272607, 372385, 382680, 372384, 43929]"
Rachel Hawkins,"[5287473, 8428064, 11454587]"
Austin Kleon,[13099738]
Christina Lauren,"[16102004, 16117506, 17831614, 18775297, 22431039]"
Joyce Carol Oates,[5204]
Scott McCloud,[102920]
Jon Ronson,"[12391521, 22571552, 1824]"
David Baldacci,"[15159, 15158, 12849385, 23153154, 11007587, 204276, 14839, 15842230, 3410425, 15791154, 9509287, 15154, 113138, 26245853, 627984, 18353714, 226791, 830791, 25066991, 85306, 93947, 8045080, 2260637, 17333431, 7277715, 9509289, 6528034, 87745, 15157]"
Jonathan Stroud,"[334123, 59263, 59264, 7640705, 13555073]"
Leon Uris,"[42697, 426825, 42692, 42691]"
Ursula Hegi,[77163]
Raymond Chandler,"[2052, 2054, 2050, 776159, 2049, 11318]"
Ellen DeGeneres,[11230081]
Eowyn Ivey,[11250053]
J. Lynn,[17314430]
Dante Alighieri,"[6656, 32812]"
Allen Mandelbaum,[6656]
Eugenio Montale,[6656]
Benjamin Hoff,[48757]
Sarah Dunant,"[28078, 62212]"
David Lagercrantz,[25074850]
George Goulding,[25074850]
Emma Cline,[26893819]
Shannon Hale,"[179064, 85990, 248483, 248484]"
Everett H. Emerson,[62446]
Elif Shafak,"[6642715, 98920]"
إليف شافاق,[6642715]
ارسلان فصیحی,[6642715]
محمد درويش,[6642715]
Hajime Isayama,[13154150]
Sheldon Drzka,[13154150]
Timothy Ferriss,"[368593, 7148931]"
Robin S. Sharma,"[43877, 289029]"
Amor Towles,[10054335]
Larry Niven,"[61179, 100365, 61181]"
Ruta Sepetys,"[7824322, 25614492, 11178225]"
Andrew Clements,[439173]
Louise Erdrich,"[13602426, 91440]"
Hanya Yanagihara,[22822858]
Anne Tyler,"[60792, 22501028, 77699, 31181, 27070127, 698, 12482658, 112322, 31178]"
Jennifer Bassett,[60792]
Alfred Birnbaum,"[10374, 11298, 9555, 17801]"
Johann David Wyss,[62111]
Scott McKowen,[62111]
Arthur Pober,[62111]
Jennifer Probst,"[13486122, 14165516, 15729261]"
Watty Piper,[824204]
Doris Hauman,[824204]
George Hauman,[824204]
Karen Joy Fowler,"[16176440, 2152]"
Frank E. Peretti,"[17309, 365006, 19747756]"
Jessica Sorensen,"[16113791, 15717876, 16718083]"
Lauren Groff,"[24612118, 1474628]"
Brian Greene,"[771, 22435, 8167094]"
Janell Cannon,[786256]
Nancy Horan,[898885]
Lorelei King,"[6425, 9583508]"
Flora Rheta Schreiber,[67920]
Rosamunde Pilcher,"[37095, 116054, 116053, 60471]"
John Flanagan,"[60400, 144349, 144350, 127823, 1524173, 1814843, 2836109, 6348045, 7592279, 5201089, 10551947, 11309018, 13003565]"
Ira Levin,"[228296, 99894, 52350]"
Peter Straub,"[59219, 19581, 10607]"
Katherine Boo,[11869272]
P.L. Travers,[152380]
Mary Shepard,[152380]
Sandra Cisneros,[139253]
David Benioff,[1971304]
Jeaniene Frost,"[1421990, 2168860, 5604848, 3570231]"
Peter de Jonge,"[7510, 85733]"
James S.A. Corey,"[8855321, 16131032]"
Ezra Jack Keats,[310258]
Richard   Preston,"[16213, 11660590, 376613]"
Lynne Truss,"[8600, 92780]"
Kim Harrison,"[30264, 30263, 30262, 30259, 30260, 3475268]"
Cynthia Hand,"[7488244, 11563110]"
Carl Hiaasen,"[13083, 13079, 13066, 13067, 13060, 13062, 13061, 13074, 294430]"
Virgil,[12914]
Robert Fitzgerald,"[12914, 1540, 218659]"
Junot Díaz,[13503109]
Daniel Quinn,[227265]
Katie McGarry,"[10194514, 13561164]"
Kennilworthy Whisp,[111450]
Trenton Lee Stewart,"[83369, 2159225]"
Carson Ellis,"[83369, 10431447]"
Jennifer E. Smith,"[10798416, 15790873, 18295852]"
Tom Robbins,"[9566, 8682, 7572, 9570, 8680]"
Jenna Blum,[49465]
Beth Revis,"[8235178, 10345927]"
M. Scott Peck,[347852]
Gertrude Chandler Warner,[297249]
L. Kate Deal,[297249]
A.S.A. Harrison,[16171291]
Caitlin Moran,"[10600242, 20525628]"
Keith Richards,[9439303]
Anita Shreve,"[5191, 3121162, 228534, 96081, 14964, 443540, 7914058]"
Don DeLillo,"[11762, 11761, 28703, 400, 28700]"
Stephen E. Ambrose,"[42389, 45546, 49250]"
Charles Darwin,[22463]
Craig Thompson,[25179]
David Wroblewski,[2731276]
Christina Schwarz,[5171]
Charles Bukowski,"[51504, 38500, 46227, 23534, 38502, 38503, 50453]"
Eiichirō Oda,[1237398]
Andy Nakatani,[1237398]
Peter S. Beagle,[29127]
Angie Sage,"[769483, 355917, 355916, 4935682, 7355137]"
Rudyard Kipling,"[77270, 41684, 210834, 34057]"
Allen Ginsberg,"[6295, 23940]"
William Carlos Williams,[6295]
Richard Carlson,[170548]
Adam Mansbach,[11192642]
Ricardo Cortés,[11192642]
Téa Obreht,[8366402]
Maria V. Snyder,"[60510, 46202, 1966969, 6080889]"
Joseph Smith Jr.,[323355]
Robert Mighall,[51497]
Peter V. Brett,"[3428935, 6736971, 9268487]"
Carson McCullers,[37380]
T.H. White,"[43545, 316845]"
Christopher Paul Curtis,"[368468, 108077]"
Alison Bechdel,[38990]
Dan Ariely,"[1713426, 7815744, 13426114]"
Lynne Reid Banks,[125404]
Jesse Andrews,[12700353]
Simon Winchester,"[25019, 25017]"
Andrew Gross,"[13136, 13130, 13157]"
Adam McCauley,[15779]
Dalai Lama XIV,"[38210, 14572]"
Howard C. Cutler,[38210]
Anna Quindlen,"[5157, 17884042, 38723]"
L.J. Smith,"[7726143, 395871, 1895792, 395922, 3934321, 6441509, 395851, 6934395, 1169808, 395875, 8456124]"
Kevin Williamson,"[7726143, 8456124]"
Julie Plec,"[7726143, 8456124]"
Evelyn Waugh,"[30933, 531262, 30919]"
Jessie Burton,[18498569]
Margaret Weis,"[259836, 68378, 23454, 29187, 93768, 260025, 28481, 534415, 28485]"
Tracy Hickman,"[259836, 68378, 23454, 29187, 93768, 260025, 28481, 534415, 28485]"
Julia Cameron,[615570]
Robert K. Massie,"[10414941, 11366, 133486]"
Marcus Luttrell,[711901]
Patrick Robinson,[711901]
Richard Wright,"[15622, 228630]"
Veronica Rossi,"[11594257, 13253276, 14288998]"
Eric Ries,[10127019]
Jeff Smith,[106134]
Steve Hamaker,[106134]
Paz Pruneda,[10757833]
Joe Hill,"[153025, 3217221, 25816688, 373915]"
Brian Jacques,"[7996, 201341, 201342, 7983]"
Karl Marx,[30474]
Friedrich Engels,[30474]
Gareth Stedman Jones,[30474]
Ruth Ware,"[28187230, 23346377]"
James Fenimore Cooper,[38296]
William Styron,"[228560, 577283]"
Bruce H. Wilkinson,"[103610, 974122]"
Karen Thompson Walker,[12401556]
Julia Child,[5084]
Alex Prud'Homme,[5084]
Wendelin Van Draanen,[331920]
Douglas Preston,"[67035, 39031, 39030, 136637, 30068, 39033, 7122034, 2198274, 136638, 136636, 39028, 2197227, 17159011, 136641, 20980959, 8286216, 25614598]"
Lincoln Child,"[67035, 39031, 39030, 136637, 30068, 39033, 7122034, 39026, 136638, 136636, 39028, 2197227, 17159011, 20980959, 8286216, 25614598]"
Nicola Yoon,"[18692431, 28763485]"
David Yoon,[18692431]
George Bernard Shaw,[7714]
Louis de Bernières,[3388]
Adam Johnson,[11529868]
David Eddings,"[44687, 44659, 645023, 587582, 189811, 673657, 110694, 371787, 286507, 291356, 429883]"
Blake Ferris,[991197]
Anjali Singh,"[991197, 9526]"
Chaim Potok,"[187181, 11507]"
Irving Stone,"[321552, 79834, 198511]"
שמואל שניצר,[321552]
