count,goodreads_book_id,tag_id
172,8282,17124
170,8282,7404
91,8296,8717
55,8296,14487
43,8296,7457
43,8296,6914
39,8296,6953
38,8296,11743
26,8296,14467
23,8296,18415
22,8296,25020
20,8296,27199
19,8296,22743
18,8296,6828
17,8296,6857
17,8296,19974
16,8296,6888
16,8296,3371
16,8296,14552
762,8337,7457
667,8337,8717
546,8337,14487
512,8337,6828
381,8337,6953
377,8337,11743
251,8492,7116
213,8492,11743
147,8492,7077
105,8492,8717
46,8492,5207
36,8492,22743
36,8492,30358
34,8492,12484
33,8492,11557
30,8492,9221
27,8492,29076
26,8492,11305
22,8492,20939
17,8492,28341
16,8492,25690
15,8492,22753
15,8492,22034
15,8492,25647
132,8515,21689
100,8515,14877
82,8515,8717
75,8515,2580
52,8515,4605
50,8515,21773
39,8515,11557
3032,8600,21689
1397,8600,8717
1269,8600,21773
942,8600,32865
538,8600,17591
494,8600,25562
377,8646,11743
183,8646,8717
144,8646,4949
115,8646,6184
105,8646,11557
64,8646,6178
1162,8647,26837
1065,8647,26771
422,8647,11743
251,8647,26894
229,8647,8717
183,8647,22743
3062,8648,26837
2818,8648,26771
1927,8648,8717
1109,8648,11743
627,8648,26894
435,8648,11557
405,8648,22743
367,8648,11305
327,8648,26785
282,8648,27199
1679,8650,11743
1588,8650,26837
677,8650,30358
473,8650,11557
311,8650,1691
309,8650,5207
290,8650,19897
212,8650,9221
192,8650,11305
176,8650,9519
166,8650,14821
128,8650,26785
115,8650,29076
112,8650,30386
100,8650,22034
98,8650,22753
95,8650,8513
94,8650,1540
88,8650,26816
84,8650,18045
73,8650,1642
70,8650,1542
63,8650,20849
55,8650,20774
53,8650,26897
53,8650,17213
52,8650,12948
51,8650,1659
50,8650,20994
49,8650,11370
45,8650,2580
43,8650,10197
41,8650,8514
40,8650,16763
39,8650,26842
38,8650,21989
37,8650,3392
35,8650,20939
35,8650,8055
34,8650,8717
34,8650,7457
34,8650,5090
665,8676,8717
177,8676,27095
93,8676,27111
78,8676,23334
78,8676,24526
68,8676,21689
475,8680,11743
456,8680,8717
204,8680,11557
86,8680,15048
38,8680,30935
34,8680,5207
1095,8682,11743
191,8682,15048
100,8682,4949
94,8682,18919
88,8682,18367
82,8682,22034
72,8682,8717
59,8682,5207
55,8682,2104
52,8682,11590
49,8682,30935
48,8682,8067
40,8682,8055
38,8682,12948
38,8682,15067
34,8682,1416
33,8682,2277
32,8682,1659
32,8682,7725
30,8682,18326
28,8682,9221
28,8682,21989
28,8682,23471
27,8682,18045
27,8682,1642
25,8682,7457
24,8682,20288
3635,8694,26837
3034,8694,26771
1959,8694,8717
1911,8694,11743
1637,8694,15048
844,8694,11557
784,8694,11305
632,8694,15067
604,8694,26894
585,8694,22743
549,8694,7725
390,8694,5207
380,8694,26785
366,8694,27199
237,8694,12680
232,8694,7457
230,8694,9801
226,8694,9221
170,8694,22753
160,8694,1691
150,8694,3389
149,8694,22034
147,8694,26897
132,8694,5751
129,8694,11370
118,8694,3392
112,8694,10197
111,8694,17213
102,8694,11590
100,8694,10644
97,8694,26636
4438,8695,26837
3758,8695,26771
3029,8695,8717
2298,8695,11743
2007,8695,15048
1139,8695,11557
958,8695,11305
729,8695,15067
707,8695,26894
690,8695,22743
768,8696,21689
323,8696,8717
318,8696,26816
266,8696,11557
253,8696,21773
230,8696,31155
3087,8698,26837
2583,8698,26771
1650,8698,11743
1447,8698,15048
759,8698,8717
671,8698,11305
630,8698,11557
553,8698,15067
414,8725,12175
302,8725,19733
263,8725,21689
133,8725,21773
123,8725,8717
108,8725,19742
1007,8732,7457
781,8732,11743
267,8732,8717
193,8732,7404
155,8732,18367
113,8732,22743
310,8745,21689
190,8745,4605
142,8745,8717
124,8745,1746
112,8745,11557
70,8745,19733
56,8745,21773
51,8745,3611
49,8745,4594
44,8745,5207
37,8745,28080
34,8745,11665
34,8745,19742
28,8745,9221
27,8745,32686
25,8745,4615
22,8745,22753
19,8745,1750
14,8745,11590
13,8745,20774
13,8745,8055
13,8745,4949
12,8745,13098
12,8745,4600
11,8745,18045
11,8745,21989
11,8745,17213
11,8745,9886
11,8745,923
10,8745,4561
9,8745,1642
9,8745,1774
9,8745,1499
9,8745,31265
9,8745,31264
752,8765,21689
524,8765,8717
495,8765,15048
457,8765,19733
350,8765,21773
304,8765,10891
9068,8852,8717
6529,8852,23743
3309,8852,11557
2694,8852,11743
2008,8852,7404
1765,8852,26735
1230,8852,23727
991,8852,5207
929,8852,18367
893,8852,22743
622,8852,30208
612,8852,12315
537,8852,14370
533,8852,23831
499,8852,26740
467,8852,7563
393,8852,31103
386,8852,14487
375,8852,11590
343,8852,7423
328,8852,10644
322,8852,5751
319,8852,22753
279,8852,14467
270,8852,30205
264,8852,5776
229,8852,26754
225,8852,1642
197,8852,10658
196,8852,29412
193,8852,362
188,8852,26256
4558,8908,14821
3816,8908,11743
3105,8908,11557
3014,8908,33268
2096,8908,26837
1765,8908,26771
1069,8908,11305
976,8908,24051
833,8908,22743
789,8908,33262
783,8908,10059
655,8908,10064
641,8908,5207
6499,8909,8717
4362,8909,7457
4176,8909,26837
2939,8909,26771
2010,8909,11743
818,8909,7404
776,8914,14552
260,8914,8717
219,8914,21689
114,8914,20054
96,8914,32914
4735,8921,7457
4479,8921,8717
4005,8921,20939
2165,8921,11743
1368,8921,11557
916,8921,8517
841,8921,7404
621,8921,27575
577,8921,22743
527,8921,5207
418,8921,9336
292,8921,20926
285,8921,240
245,8921,30358
227,8921,5751
225,8921,18367
218,8921,20994
209,8921,27199
205,8921,22753
192,8921,22034
185,8921,11590
181,8921,17213
178,8921,14487
173,8921,1691
158,8921,27573
150,8921,5776
147,8921,10644
140,8921,26735
138,8921,10641
133,8921,14821
132,8921,9221
129,8921,20989
127,8921,31859
126,8921,7423
124,8921,10197
121,8921,4949
120,8921,1642
119,8921,13446
118,8921,3389
115,8921,14467
113,8921,8533
112,8921,3392
112,8921,21989
109,8921,3135
108,8921,29076
108,8921,8527
108,8921,20957
103,8921,10210
103,8921,251
101,8921,509
218,8948,33114
210,8948,31745
193,8948,14821
189,8948,11557
124,8948,8975
99,8948,7329
95,8948,8717
287,8949,11305
234,8949,33114
221,8949,31745
200,8949,14821
130,8949,11557
126,8949,8975
99,8949,7329
299,8951,11305
232,8951,33114
224,8951,31745
204,8951,14821
130,8951,11557
129,8951,8975
124,8951,8717
299,8952,11305
247,8952,33114
241,8952,31745
214,8952,14821
137,8952,11557
130,8952,8975
720,8953,8717
359,8953,33114
320,8953,25438
255,8953,11557
188,8953,11743
102,8953,26735
84,8953,12600
74,8953,19983
73,8953,6953
70,8953,19974
55,8953,26740
54,8953,5207
52,8953,6895
52,8953,25114
49,8953,12315
46,8953,6888
43,8953,9537
41,8953,6857
39,8953,12509
38,8953,22743
38,8953,7852
38,8953,7484
35,8953,25436
33,8953,8055
32,8953,6828
32,8953,17124
30,8953,16799
27,8953,1691
26,8953,5918
25,8953,8075
24,8953,1225
23,8953,7457
23,8953,29452
23,8953,6597
23,8953,26754
23,8953,19980
23,8953,9538
22,8953,4949
22,8953,33023
21,8953,16805
20,8953,33012
20,8953,25191
18,8953,22034
18,8953,33124
18,8953,7482
18,8953,1200
17,8953,4002
16,8953,22753
16,8953,9221
16,8953,3371
16,8953,6914
16,8953,9147
15,8953,25014
440,8957,11305
397,8957,33114
366,8957,31745
335,8957,14821
225,8957,8717
185,8957,11557
168,8957,8975
125,8957,7329
124,8957,22973
121,8957,11743
120,8957,31723
110,8957,27199
102,8957,5207
389,8960,11305
342,8960,33114
322,8960,31745
288,8960,14821
190,8960,8717
160,8960,11557
156,8960,8975
121,8960,7329
113,8960,31723
110,8960,22973
106,8960,11743
102,8960,27199
745,8962,11305
701,8962,33114
607,8962,31745
602,8962,14821
532,8962,8717
461,8962,11557
269,8963,33114
259,8963,31745
228,8963,14821
141,8963,8975
136,8963,11557
131,8963,8717
104,8963,7329
94,8963,22973
84,8963,31723
82,8963,27199
78,8963,11743
64,8963,5207
59,8963,22743
47,8963,29011
31,8963,31617
23,8963,6828
22,8963,30358
21,8963,11305
21,8963,9221
20,8963,22753
19,8963,29452
18,8963,6953
18,8963,21989
17,8963,1540
16,8963,10210
16,8963,31727
15,8963,20774
14,8963,18045
14,8963,10197
13,8963,6857
13,8963,19974
12,8963,6888
10,8963,11590
10,8963,26785
10,8963,22034
10,8963,31756
10,8963,7330
9,8963,1200
9,8963,1225
8,8963,25765
8,8963,20849
8,8963,6829
8,8963,29076
8,8963,11366
8,8963,5025
8,8963,30082
7,8963,11370
7,8963,5090
7,8963,33124
7,8963,11550
7,8963,33165
7,8963,32586
7,8963,10094
7,8963,21274
7,8963,1243
6,8963,1128
6,8963,6895
6,8963,17124
6,8963,11497
6,8963,10644
6,8963,20939
6,8963,17213
6,8963,8055
6,8963,27556
6,8963,1542
6,8963,941
6,8963,18051
6,8963,26837
6,8963,25822
6,8963,5481
6,8963,23349
6,8963,1010
6,8963,14856
6,8963,5263
6,8963,33951
237,8964,7077
232,8964,8717
123,8964,21689
65,8964,4605
61,8964,11557
59,8964,21773
510,8965,11305
458,8965,33114
427,8965,31745
374,8965,14821
307,8965,8717
225,8965,11557
176,8965,8975
155,8965,11743
153,8965,31723
149,8965,22973
130,8965,7329
127,8965,5207
122,8965,27199
313,8966,11305
259,8966,33114
248,8966,31745
223,8966,14821
136,8966,8975
135,8966,11557
102,8966,8717
102,8966,7329
354,8967,11305
310,8967,33114
289,8967,31745
271,8967,14821
177,8967,11557
165,8967,8717
151,8967,8975
113,8967,31723
111,8967,7329
94,8967,27199
342,8968,11305
284,8968,33114
281,8968,31745
254,8968,14821
169,8968,11557
150,8968,8975
145,8968,8717
111,8968,7329
103,8968,31723
95,8968,27199
94,8968,22973
92,8968,11743
76,8968,5207
64,8968,22743
55,8968,29011
46,8968,1691
35,8968,31617
24,8968,29452
23,8968,22753
20,8968,6828
20,8968,21989
20,8968,30358
19,8968,9221
17,8968,20774
17,8968,31727
16,8968,10210
15,8968,11590
15,8968,6953
15,8968,1540
14,8968,6857
14,8968,10197
13,8968,19974
13,8968,18045
12,8968,22034
12,8968,31756
11,8968,25765
11,8968,1200
10,8968,6888
10,8968,26785
10,8968,5090
10,8968,33012
10,8968,7330
9,8968,20849
9,8968,20939
9,8968,33124
9,8968,6829
9,8968,1225
8,8968,32586
8,8968,10094
8,8968,1078
8,8968,11366
8,8968,30082
7,8968,11550
7,8968,8055
7,8968,25822
7,8968,23349
7,8968,29492
7,8968,5025
456,9010,21689
426,9010,15048
163,9010,19733
159,9010,7725
142,9010,21773
125,9010,8717
112,9010,5207
99,9010,22743
98,9010,4605
91,9010,19742
65,9010,12680
62,9010,11743
60,9010,15067
45,9010,1642
43,9010,3611
37,9010,11557
36,9010,9221
36,9010,27669
351,9013,21689
214,9013,14552
117,9013,21773
107,9013,8717
101,9013,11557
93,9013,1691
427,9014,10059
272,9014,30358
268,9014,26837
216,9014,8717
191,9014,22743
163,9014,26771
158,9014,28663
153,9014,11557
147,9014,5207
146,9014,14821
132,9014,11305
106,9014,11743
103,9014,29076
241,9282,11743
126,9282,8717
122,9282,26138
98,9282,11557
60,9282,5207
34,9282,9886
682,9298,6750
211,9298,11743
154,9298,8717
112,9298,26138
106,9298,6766
76,9298,19240
1071,9300,6750
354,9300,8717
313,9300,11743
216,9300,26138
133,9300,11557
133,9300,6766
853,9301,6750
297,9301,8717
267,9301,11743
178,9301,11557
139,9301,26138
103,9301,6766
712,9302,6750
294,9302,8717
220,9302,11743
109,9302,6766
81,9302,5207
77,9302,19240
754,9303,6750
204,9303,11743
171,9303,26138
111,9303,6766
95,9303,11557
81,9303,19240
2206,9328,11743
1008,9328,18919
896,9328,14487
590,9328,7457
424,9328,11557
339,9328,11305
310,9328,17639
294,9328,22743
262,9328,8717
241,9328,5207
232,9328,18367
211,9328,240
203,9328,4949
197,9328,28261
195,9328,22034
179,9328,14467
178,9328,18896
177,9328,26138
165,9328,6999
160,9328,11590
148,9328,26256
553,9355,8717
447,9355,11743
123,9355,11557
77,9355,22743
68,9355,16524
60,9355,5207
737,9370,11743
628,9370,8717
303,9370,11557
130,9370,15048
72,9370,18367
70,9370,22743
2234,9375,11743
1432,9375,11557
1190,9375,8717
701,9375,14487
319,9375,6750
315,9375,18001
1155,9416,11557
427,9416,28141
350,9416,6729
250,9416,12680
216,9416,1659
192,9416,22753
179,9416,8076
159,9416,7725
159,9416,6750
157,9416,15067
590,9417,11743
331,9417,8717
329,9417,6766
237,9417,6750
160,9417,15048
154,9417,6729
89,9417,1642
81,9417,1659
76,9417,27650
67,9417,7725
59,9417,15067
778,9418,11743
609,9418,8717
515,9418,6750
437,9418,26138
404,9418,6766
381,9418,5207
373,9418,27199
365,9418,28141
297,9418,11557
240,9418,8055
223,9418,22743
212,9418,15048
191,9418,6729
2295,9419,6750
676,9419,11743
459,9419,8717
377,9419,6766
376,9419,26138
346,9419,28141
338,9419,5207
317,9419,27199
1979,9420,6750
518,9420,11743
412,9420,8717
313,9420,28141
306,9420,6766
275,9420,26138
119,9454,21689
52,9454,11557
45,9454,7457
44,9454,21773
35,9454,14205
27,9454,22743
26,9454,8717
21,9454,9221
21,9454,13098
20,9454,23040
19,9454,23471
18,9454,30258
17,9454,14552
16,9454,23514
15,9454,22753
14,9454,5207
14,9454,1511
13,9454,23430
12,9454,19841
12,9454,13105
11,9454,30776
10,9454,18045
10,9454,17213
10,9454,23469
10,9454,11930
10,9454,13613
10,9454,25647
9,9454,13116
9,9454,11928
8,9454,23513
8,9454,7668
8,9454,23920
8,9454,23049
8,9454,8093
261,9475,8717
237,9475,33114
233,9475,11557
178,9475,6953
169,9475,27199
151,9475,11743
135,9475,5207
128,9475,22743
124,9475,18886
112,9475,19974
107,9475,6888
80,9475,1691
71,9475,17124
70,9475,20939
67,9475,6639
55,9475,11305
54,9475,16799
53,9475,6895
45,9475,16805
42,9475,9221
40,9475,22753
37,9475,6857
34,9475,17129
32,9475,33009
31,9475,19983
30,9475,3371
29,9475,22973
28,9475,6960
26,9475,33165
26,9475,16344
25,9475,20849
24,9475,3392
24,9475,6838
24,9475,6920
23,9475,29452
23,9475,6829
22,9475,20774
21,9475,26785
20,9475,18045
20,9475,26735
19,9475,29011
19,9475,6914
18,9475,3377
18,9475,4834
17,9475,3389
17,9475,6909
16,9475,31617
16,9475,3379
15,9475,6971
14,9475,5751
13,9475,11590
13,9475,25765
13,9475,22034
13,9475,5090
12,9475,11370
12,9475,33124
12,9475,20781
12,9475,6597
12,9475,1078
12,9475,33150
12,9475,30860
11,9475,6976
11,9475,7484
11,9475,12035
11,9475,20287
11,9475,6640
10,9475,26897
10,9475,12600
10,9475,6840
10,9475,33023
10,9475,31359
10,9475,7644
750,9503,8717
645,9503,11743
109,9503,5207
99,9503,22743
98,9503,14487
98,9503,4949
3597,9516,13561
2138,9516,13547
1468,9516,21689
1287,9516,11557
1286,9516,7778
1182,9516,19733
1774,9517,13561
968,9517,13547
688,9517,7778
680,9517,21689
571,9517,19733
340,9517,11557
320,9517,21773
301,9522,13561
178,9522,7778
165,9522,11557
164,9522,13547
91,9522,8717
76,9522,21689
1043,9526,13561
505,9526,13547
419,9526,7778
201,9526,21689
199,9526,19733
118,9526,21773
360,9530,21689
230,9530,8717
181,9530,21773
177,9530,14552
135,9530,11557
116,9530,1691
846,9531,11305
285,9531,8717
270,9531,11557
224,9531,33114
158,9531,27199
140,9531,11743
2907,9532,26837
2687,9532,26771
1565,9532,11557
1104,9532,11743
583,9532,26894
479,9532,33114
1568,9534,26771
645,9534,11743
482,9534,8717
354,9534,26894
253,9534,22743
223,9534,11557
206,9534,26785
184,9534,11305
176,9534,22529
157,9534,26837
154,9534,27199
152,9534,33114
120,9534,9221
116,9534,10600
96,9534,26897
67,9534,18045
63,9534,3389
60,9534,11370
60,9534,26816
51,9534,26842
50,9534,1691
49,9534,10611
46,9534,3392
45,9534,17213
45,9534,10197
43,9534,10210
41,9534,3371
7356,9539,11305
2563,9539,8717
793,9539,11743
779,9539,32401
668,9539,11557
574,9539,10731
456,9539,22743
1385,9549,28541
398,9549,26837
388,9549,26771
161,9549,11743
129,9549,8717
94,9549,22743
65,9549,9221
1607,9555,8717
764,9555,27669
733,9555,11743
265,9555,11557
253,9555,16203
228,9555,16205
1042,9557,11557
585,9557,11743
538,9557,16203
309,9557,18919
254,9557,22743
254,9557,8055
221,9557,14034
202,9557,26138
163,9557,5207
163,9557,240
158,9557,8717
158,9557,18367
156,9557,22034
111,9557,16217
110,9557,18001
90,9557,11590
89,9557,20939
88,9557,22753
84,9557,3216
82,9557,21989
81,9557,3232
73,9557,8067
70,9557,18326
68,9557,11305
67,9557,3218
63,9557,31133
62,9557,18045
57,9557,251
56,9557,16212
52,9557,17213
48,9557,923
47,9557,18896
46,9557,9221
43,9557,12948
42,9557,1659
42,9557,31140
40,9557,18011
1150,9566,11743
974,9566,8717
702,9566,11557
212,9566,15048
103,9566,22743
101,9566,18367
75,9566,5207
70,9566,22034
57,9566,4949
51,9566,8055
50,9566,8067
48,9566,30935
42,9566,12948
40,9566,21989
39,9566,2277
37,9566,2104
37,9566,7457
34,9566,12680
33,9566,9221
33,9566,7725
32,9566,18045
32,9566,18919
31,9566,1659
31,9566,15067
29,9566,22753
29,9566,18326
25,9566,11305
25,9566,1416
448,9567,11743
241,9567,8717
98,9567,11557
75,9567,15048
45,9567,22743
40,9567,30935
221,9569,8717
62,9569,15048
59,9569,11743
57,9569,11557
28,9569,5207
28,9569,30935
27,9569,22743
23,9569,18367
599,9570,11743
503,9570,8717
204,9570,11557
107,9570,15048
64,9570,18367
56,9570,22034
718,9589,11743
652,9589,8717
186,9589,31984
138,9589,11557
133,9589,22743
110,9589,15048
93,9589,18367
91,9589,5207
90,9589,26837
69,9589,17487
68,9589,7457
62,9589,22034
62,9589,26771
1161,9590,11743
709,9590,8717
281,9590,11557
238,9590,7457
227,9590,31984
166,9590,15048
1381,9592,11743
880,9592,11557
347,9592,7457
287,9592,8717
253,9592,31984
252,9592,14487
212,9592,18367
474,9593,26837
466,9593,8717
440,9593,11743
421,9593,11557
340,9593,26771
241,9593,31984
200,9594,11557
120,9594,22743
115,9594,15048
81,9594,7457
76,9594,17487
75,9594,18367
73,9594,22034
71,9594,5207
60,9594,30464
52,9594,2277
50,9594,8717
48,9594,21989
46,9594,26636
38,9594,22753
38,9594,26894
36,9594,18045
30,9594,17213
29,9594,12948
27,9594,18326
26,9594,11305
26,9594,11590
26,9594,20849
21,9594,923
21,9594,15067
19,9594,26785
19,9594,4949
19,9594,28300
18,9594,1416
18,9594,19733
17,9594,8055
17,9594,7404
15,9594,11503
15,9594,7725
14,9594,4605
12,9594,2312
12,9594,10093
12,9594,18292
12,9594,12680
11,9594,18318
11,9594,21689
11,9594,26816
11,9594,30444
10,9594,31656
10,9594,20279
10,9594,1659
9,9594,11370
9,9594,32586
9,9594,10210
9,9594,23471
9,9594,31505
8,9594,3392
8,9594,26897
8,9594,26842
8,9594,5084
8,9594,20288
8,9594,1642
8,9594,30672
8,9594,9477
8,9594,10064
7,9594,20774
7,9594,22352
7,9594,3611
7,9594,28298
7,9594,28014
6,9594,11743
6,9594,3389
6,9594,10644
6,9594,3371
6,9594,26837
6,9594,10891
6,9594,31528
6,9594,13962
6,9594,30768
6,9594,11798
684,9595,11743
223,9595,11557
193,9595,31984
177,9595,26837
147,9595,8717
117,9595,22743
117,9595,26771
482,9597,8717
447,9597,26837
335,9597,11743
278,9597,26771
216,9597,31984
206,9597,11557
184,9597,10059
153,9597,22743
136,9597,10064
94,9597,5207
88,9597,22034
84,9597,17487
71,9597,7457
71,9597,2277
69,9597,17213
67,9597,15048
58,9597,26894
45,9597,21989
45,9597,26636
42,9597,18045
39,9597,22753
38,9597,2313
36,9597,18318
33,9597,8055
32,9597,9221
30,9597,10197
29,9597,7404
29,9597,923
606,9598,11743
210,9598,8717
169,9598,31984
108,9598,11557
85,9598,15048
74,9598,22743
70,9598,18367
66,9598,26636
65,9598,17487
56,9598,26837
46,9598,22034
45,9598,2277
42,9598,17213
41,9598,8055
39,9598,14821
29,9598,18318
27,9598,20279
27,9598,26771
26,9598,21989
26,9598,12948
24,9598,18045
23,9598,13856
22,9598,12940
22,9598,26638
22,9598,21362
22,9598,14907
21,9598,24044
21,9598,4888
21,9598,17491
20,9598,22753
19,9598,9221
19,9598,18326
19,9598,15067
18,9598,2313
18,9598,923
727,9601,11743
462,9601,8717
309,9601,11557
194,9601,31984
133,9601,7457
108,9601,22743
1171,9646,8717
899,9646,14552
769,9646,21689
308,9646,11557
281,9646,23931
231,9646,21773
408,9648,11743
199,9648,7457
89,9648,240
53,9648,11557
53,9648,22743
53,9648,5751
47,9648,261
42,9648,7404
41,9648,13068
40,9648,22533
38,9648,22034
37,9648,923
36,9648,251
30,9648,10641
28,9648,11590
26,9648,10644
24,9648,22753
21,9648,21989
19,9648,18326
18,9648,20282
18,9648,5776
18,9648,10658
17,9648,32586
16,9648,18045
15,9648,17213
15,9648,248
14,9648,23931
13,9648,9221
13,9648,18525
12,9648,254
11,9648,8717
11,9648,26636
10,9648,18318
10,9648,18292
10,9648,5775
9,9648,20849
9,9648,10197
9,9648,18367
9,9648,1659
9,9648,23240
498,9650,11743
240,9650,7457
112,9650,14487
92,9650,11557
88,9650,18367
78,9650,240
69,9650,3216
65,9650,14552
64,9650,22743
61,9650,5931
56,9650,31155
52,9650,22034
52,9650,5751
47,9650,7404
46,9650,13068
41,9650,22533
39,9650,5207
35,9650,923
31,9650,8717
31,9650,251
30,9650,7693
25,9650,22753
25,9650,10644
25,9650,261
24,9650,21689
23,9650,21989
23,9650,32586
23,9650,5776
23,9650,20903
22,9650,17213
22,9650,14467
20,9650,9221
19,9650,28203
18,9650,23931
17,9650,11590
17,9650,18326
16,9650,3389
16,9650,18045
16,9650,15453
15,9650,20282
15,9650,10658
13,9650,3392
12,9650,10641
12,9650,4605
11,9650,10210
11,9650,18292
11,9650,5746
10,9650,7423
568,9654,11743
524,9654,8717
211,9654,11665
120,9654,7457
116,9654,11557
108,9654,240
71,9654,10825
61,9654,22034
56,9654,4949
42,9654,5207
42,9654,11673
41,9654,22743
39,9654,251
36,9654,6750
35,9654,26138
35,9654,32686
33,9654,18367
30,9654,17213
29,9654,1659
28,9654,2277
28,9654,248
27,9654,21989
27,9654,261
25,9654,8067
25,9654,21689
25,9654,27387
24,9654,18326
23,9654,1642
23,9654,1416
23,9654,24526
21,9654,7404
19,9654,8055
19,9654,11643
19,9654,254
19,9654,27368
18,9654,18045
18,9654,32586
16,9654,31656
16,9654,11644
15,9654,9221
15,9654,20774
15,9654,5051
14,9654,12948
14,9654,9484
12,9654,10197
12,9654,10817
12,9654,32688
12,9654,12923
12,9654,10793
939,9712,14487
701,9712,5207
438,9712,22034
429,9712,7404
376,9712,8717
351,9712,17639
298,9712,240
224,9712,11743
220,9712,18326
212,9712,11590
199,9712,9221
198,9712,7457
198,9712,1416
180,9712,11557
173,9712,7686
156,9712,1659
146,9712,18896
137,9712,18640
137,9712,5051
135,9712,1642
118,9712,251
114,9712,8067
107,9712,20282
104,9712,12948
103,9712,7478
8373,9717,8717
4687,9717,11557
4149,9717,11743
1880,9717,7457
894,9717,23471
660,9717,18367
3161,9742,8717
1513,9742,21689
1014,9742,23931
670,9742,4605
612,9742,21773
335,9742,19733
726,9762,8717
160,9762,27095
135,9762,21689
76,9762,24526
73,9762,28384
52,9762,11557
6403,9777,8717
3363,9777,11743
2238,9777,11557
953,9777,15453
473,9777,22743
397,9777,5207
710,9784,7457
180,9784,8717
150,9784,11743
149,9784,11557
132,9784,22743
127,9784,18367
117,9784,5207
97,9784,240
84,9784,26138
60,9784,17213
51,9784,5751
48,9784,9221
44,9784,22753
44,9784,21989
44,9784,923
41,9784,5776
40,9784,7423
40,9784,251
39,9784,10644
39,9784,18045
38,9784,261
37,9784,3885
36,9784,20292
35,9784,7404
34,9784,20299
33,9784,10658
31,9784,10197
31,9784,21815
29,9784,14487
28,9784,20849
28,9784,20318
27,9784,20294
26,9784,10210
26,9784,20811
25,9784,248
24,9784,18326
22,9784,10641
22,9784,254
21,9784,7478
21,9784,7417
21,9784,5775
20,9784,1416
20,9784,8800
19,9784,27199
19,9784,22034
19,9784,31505
18,9784,14764
18,9784,1659
17,9784,30635
17,9784,5746
17,9784,20291
15,9784,31557
4579,9791,21689
3119,9791,31155
1853,9791,21773
1432,9791,11557
1286,9791,15048
1102,9791,19733
602,9791,21195
474,9791,1691
424,9791,4949
325,9791,19742
324,9791,4605
284,9791,22743
279,9791,3389
252,9791,15067
251,9791,14405
238,9791,5207
220,9791,3392
207,9791,22597
203,9791,14552
201,9791,12680
192,9791,3371
159,9791,4615
158,9791,18045
147,9791,31186
143,9791,1642
143,9791,4522
131,9791,2791
122,9791,17213
106,9791,8717
104,9791,10708
102,9791,7725
183,9799,11557
136,9799,26256
73,9799,26251
62,9799,26246
61,9799,22743
59,9799,22034
51,9799,18367
50,9799,8067
47,9799,21437
46,9799,26257
46,9799,13207
45,9799,18326
40,9799,1416
33,9799,18045
32,9799,5207
30,9799,4949
29,9799,21989
29,9799,22111
25,9799,12948
23,9799,13214
23,9799,5413
22,9799,11305
22,9799,7852
22,9799,18318
462,9804,8717
454,9804,11743
296,9804,11557
148,9804,7457
125,9804,15904
87,9804,15924
1685,9809,8717
1301,9809,11743
1103,9809,11557
381,9809,11305
331,9809,7457
260,9809,27669
924,9820,11743
797,9820,8717
363,9820,11557
180,9820,7457
157,9820,4949
82,9820,4985
1377,9822,11305
956,9822,6953
832,9822,11743
809,9822,11557
587,9822,33114
540,9822,6857
530,9822,7457
516,9822,6888
463,9822,8717
370,9822,6895
533,9827,14487
472,9827,11743
268,9827,8717
200,9827,11557
94,9827,14467
683,9833,27669
623,9833,11743
248,9833,8717
245,9833,16203
214,9833,11557
210,9833,16205
146,9833,16218
144,9833,22743
113,9833,18919
89,9833,5207
86,9833,8055
79,9833,18367
65,9833,16217
50,9833,11305
43,9833,31133
42,9833,18045
136,9838,21689
112,9838,19733
102,9838,4605
92,9838,31155
86,9838,14552
81,9838,22743
72,9838,8717
70,9838,11557
964,9844,11743
565,9844,8717
378,9844,33114
364,9844,11557
234,9844,6750
204,9854,8717
174,9854,10245
121,9854,21773
118,9854,9375
105,9854,21689
99,9854,23931
361,9864,11743
117,9864,11557
77,9864,240
70,9864,18919
69,9864,8717
68,9864,15453
66,9864,22743
341,9865,11743
117,9865,8717
102,9865,11557
94,9865,15453
62,9865,18367
62,9865,18919
59,9865,240
56,9865,22743
45,9865,261
38,9865,15461
36,9865,251
35,9865,8055
32,9865,22034
29,9865,26508
28,9865,5207
25,9865,9221
25,9865,14487
642,9912,11743
443,9912,8717
295,9912,11557
112,9912,8055
102,9912,22743
83,9912,5207
404,9913,11743
389,9913,8717
140,9913,11557
84,9913,240
78,9913,22743
65,9913,8055
250,9914,11743
77,9914,27669
59,9914,22743
52,9914,8717
43,9914,11557
38,9914,2277
1128,9915,11743
657,9915,8717
423,9915,11557
178,9915,8055
163,9915,22743
135,9915,26256
118,9915,22034
110,9915,240
109,9915,5207
496,9943,7116
274,9943,7077
248,9943,11743
233,9943,8717
164,9943,11557
85,9943,12465
486,9957,11743
138,9957,240
122,9957,11557
103,9957,8055
66,9957,5751
61,9957,22034
56,9957,5207
55,9957,18326
47,9957,18367
45,9957,22743
43,9957,5776
41,9957,251
38,9957,15211
36,9957,8067
33,9957,10644
30,9957,17213
29,9957,21989
29,9957,923
27,9957,261
27,9957,248
26,9957,18045
26,9957,1642
25,9957,10641
25,9957,15436
23,9957,11590
23,9957,10197
23,9957,12948
23,9957,1659
22,9957,22753
22,9957,10658
21,9957,254
19,9957,18318
19,9957,10210
18,9957,9221
